	001_V2	010_V2	015_V2	017_V2	024_V2	028_V2	034_V2	040_V2	042_V2	043_V2
ENSG00000204173	0.296765621	0.343327338	0.33594778	0.390858001	0.364632902	0.339090423	0.445446585	0.039322859	0.414286775	0.328232351
ENSG00000204176	0.956244778	0.152589928	0.907059005	0.195429	0.464078239	0.150706855	0.034265122	0.393228588	0.509891415	0.820580877
ENSG00000204177	1.615723935	1.831079135	1.612549343	1.498289003	1.922609849	1.205654838	0.411181463	1.140362905	1.593410673	1.67398499
ENSG00000204178	30.50091102	30.51798558	29.29464639	24.29833905	26.91653788	24.97966117	24.36250169	30.55386129	30.56161671	30.19737629
ENSG00000204179	1.681671851	2.250701437	0.772679893	2.052004504	2.585578762	2.901106953	1.610460731	2.831245833	3.091216706	1.181636463
ENSG00000204186	11.14519776	12.20719423	12.36287829	10.65088052	11.50251065	10.77554011	7.024349995	10.93175475	13.9582775	11.68507169
ENSG00000204187	0.296765621	0.228884892	0.268758224	0.325715001	0.497226685	0.188383568	0.445446585	0.235937153	0.414286775	0.426702056
ENSG00000204209	42.93209313	42.15296759	39.37307979	29.11892105	33.94400836	35.11469715	34.5392429	33.54239856	39.5165847	38.46883153
ENSG00000204217	114.5185556	96.09350711	94.53570522	75.24016514	94.83770306	82.32361938	92.37876871	96.73423264	117.7530488	135.3958448
ENSG00000204219	47.02086391	14.72492804	27.04379627	15.01546153	17.96645755	22.71905835	31.14699583	21.62757234	25.27149328	29.86914394
ENSG00000204220	22.65310905	26.74138487	19.24980778	22.83262154	28.77285084	22.3046145	30.35889803	21.74554092	22.53082692	20.28475929
ENSG00000204227	49.49391075	56.03865103	52.0047163	41.98466358	51.14805167	49.95932234	42.93419777	42.94056181	50.86166869	54.38810055
ENSG00000204228	20.5757497	16.36526977	20.05608245	19.15204204	20.88352077	19.66724454	20.69613364	19.07158652	13.54399072	14.77045579
ENSG00000204231	70.86103544	63.55370498	73.60615854	51.2349696	63.28038278	57.23092808	45.02437021	54.89471088	71.7034803	76.47813777
ENSG00000204237	22.02660385	27.00841724	27.34614927	30.48692406	28.57396017	28.52127225	30.35889803	24.3408496	19.91763342	22.12286045
ENSG00000204241	0.263791663	0.19073741	0.134379112	0.2280005	0.23203912	0.075353427	0.308386097	0.275260012	0.478023202	0.262585881
ENSG00000204248	4.15471869	5.302499995	10.61594984	2.638291505	2.850766327	6.141304329	1.644725852	3.735671586	4.907704874	9.124859357
ENSG00000204252	18.96002577	14.83937049	13.13555819	5.34172601	12.06603422	8.326553723	7.229940726	2.94921441	14.94619211	17.82301666
ENSG00000204253	21.03738512	17.92931653	23.04601769	18.46804053	20.12110652	19.66724454	16.37872828	19.38616939	19.79016056	20.44887546
ENSG00000204256	187.1601848	166.7426437	212.1174281	140.3180223	166.4383457	180.6221654	136.1010643	180.6492133	207.9719611	199.0072744
ENSG00000204257	96.21800904	43.22109708	80.12354547	42.83152258	68.35209497	72.94211768	69.35260678	44.15957043	65.36170582	70.34019281
ENSG00000204261	10.61761443	5.645827333	10.91830284	6.742300513	8.585447428	6.216657757	6.681698776	6.999468866	7.489030164	7.614990542
ENSG00000204262	214.1658563	273.3267084	270.538747	246.468541	191.2002346	188.9110424	149.9784387	234.8361127	248.3489875	266.6559619
ENSG00000204264	65.68412406	28.30543163	57.17831211	38.33665557	39.7781348	34.32348616	34.64203827	34.32885573	43.65945245	41.65268534
ENSG00000204267	30.13819748	19.83669063	25.96876337	16.80689403	18.43053579	13.63897035	19.80524047	20.25127228	25.62204363	32.16677039
ENSG00000204271	8.408359254	6.828399274	7.760393712	6.514300012	7.259509601	6.857161889	4.420200729	6.409625984	7.743975872	8.534041125
ENSG00000204272	16.84969247	13.16088128	14.54653886	13.54974403	15.61291791	12.3956388	14.18576048	12.62263767	16.15718423	11.06143023
ENSG00000204282	9.067838412	5.073615103	11.82536185	4.918296509	5.734681101	6.329687898	4.660056582	4.876034491	4.334077031	6.925702605
ENSG00000204287	367.3958385	177.5765286	243.5285455	129.7322847	348.1912733	342.2175903	226.9379025	123.4344538	245.2577708	355.7710452
ENSG00000204291	363.7027552	368.0087587	429.5428312	271.678882	326.1475569	293.313216	232.1119359	336.4463799	421.2021774	475.2476209
ENSG00000204301	160.0555915	154.3447121	223.4052735	94.52249318	92.84879632	155.4541206	68.01626702	176.284376	132.7311091	296.6235756
ENSG00000204304	32.34745266	24.5669784	32.75490852	22.53947804	24.56299824	23.62329948	18.67449145	24.10491244	32.50557773	33.61099274
ENSG00000204305	9.265682159	6.332482009	7.323661598	4.104009008	5.071712187	4.069085077	4.79711707	4.168223033	5.513200929	6.8272329
ENSG00000204308	16.42103101	18.1963489	12.63163652	15.08060453	15.64606636	14.24179777	18.33184023	14.3135206	15.55168817	13.6544658
ENSG00000204310	31.4571558	33.41719421	34.66981087	29.57492206	27.9441397	28.14450512	28.23446047	28.23381262	30.88029885	33.38123009
ENSG00000204311	8.144567592	4.653992802	8.365099716	6.156013512	6.231907786	6.55574818	4.283140241	5.465877373	4.971441301	5.941005552
ENSG00000204314	4.715275974	3.166241004	3.15790913	3.257150006	3.281696121	1.921512398	2.741209754	2.63463154	5.353859862	3.774672036
ENSG00000204315	3.989848901	3.891043162	3.393072575	3.322293006	3.911516589	2.938783667	4.283140241	3.106505845	3.887922043	3.34796998
ENSG00000204316	8.177541549	6.256187045	7.12209293	5.797727011	6.695986025	6.25433447	3.9062239	6.566917419	7.616503018	7.319581426
ENSG00000204323	1.055166652	0.343327338	0.806274671	0.390858001	0.629820468	0.602827419	0.548241951	0.511197164	0.764837123	0.787757642
ENSG00000204334	1.022192694	0.076294964	0.201568668	0.358286501	0.696117359	0.527473991	0.479711707	0.275260012	0.478023202	0.393878821
ENSG00000204335	3.528213491	0.457769784	0.50392167	0.195429	0.828711142	0.678180846	0.856628048	0.393228588	1.529674246	0.787757642
ENSG00000204344	14.2447498	11.10091726	12.26209396	9.901736019	12.72900314	11.00160039	9.731294627	10.69581759	13.54399072	10.43778876
ENSG00000204348	13.91501022	12.24534172	12.49725741	9.510878018	11.66825288	11.49139767	9.525703896	11.28566048	12.20552576	12.83388492
ENSG00000204351	48.10900452	49.17210427	47.06628394	35.37264907	40.5736975	42.57468646	33.16863802	41.3283246	51.91331973	47.92192324
ENSG00000204356	70.33345212	63.70629491	62.21752881	56.21840911	71.50119731	72.30161355	71.51130946	63.42777124	67.84742647	58.81923729
ENSG00000204366	2.143307261	1.373309351	2.620392682	2.052004504	1.259640935	1.695452115	2.261498047	1.769528646	2.103302089	2.100687046
ENSG00000204370	52.36264508	68.01696037	62.28471836	82.34075215	68.41839186	63.0708187	82.09923214	64.8040713	56.24739677	56.94831289
ENSG00000204371	46.7900462	31.05205033	46.96549961	25.21034105	35.9329151	30.66884493	25.66457632	29.80672697	50.67045941	43.85184209
ENSG00000204380	0.428661452	0.419622302	0.235163446	0.195429	0.596672022	0.188383568	0.102795366	0.432551447	0.478023202	0.393878821
ENSG00000204381	2.93468225	2.708471221	3.426667353	2.475434005	1.624273838	2.976460381	2.775474876	2.555985822	6.756061255	3.446439685
ENSG00000204385	0.296765621	0.457769784	0.403137336	0.1628575	0.265187565	0	0.068530244	0.196614294	0.286813921	0.459525291
ENSG00000204386	40.78878587	35.82048558	41.08641346	34.65607607	38.48534542	38.99539866	39.8503368	38.92963021	42.16164641	36.30249802
ENSG00000204387	124.9053524	75.64645677	79.95557158	80.28874765	111.1798868	96.1509733	119.6195406	80.33660053	91.87605942	78.31623894
ENSG00000204388	26.90674961	30.32724817	22.07176913	17.68632453	21.28130212	41.06761791	49.61589655	63.50641696	27.2154543	33.93922509
ENSG00000204389	38.87629632	45.28106111	25.22967826	26.41548655	34.30864127	48.97972778	76.68534287	74.71343172	44.488026	51.86071145
ENSG00000204390	3.000630165	2.822913667	3.695425577	2.801149005	3.97781348	2.976460381	3.700633168	3.067182986	3.186821346	2.921267923
ENSG00000204392	19.45463514	16.97562948	16.49503599	17.06746603	19.35869227	18.42391299	20.3192173	15.76846638	17.46378098	16.14903167
ENSG00000204394	35.47997866	40.55077334	34.90497431	30.29149506	38.15386096	35.60449443	29.33094437	35.94109294	45.25286312	38.00930624
ENSG00000204396	0.692453115	0.267032374	0.571111226	0.195429	0.198890674	0.41444385	0.342651219	0.511197164	0.478023202	0.656464702
ENSG00000204397	4.913119721	2.784766185	4.837648028	5.732584011	4.839673067	5.199386487	5.585214874	3.657025868	3.441767054	3.47926292
ENSG00000204399	0.857322904	0.38147482	1.310196341	0.488572501	0.76241425	0.828887701	0.788097804	0.393228588	0.92417819	0.984697053
ENSG00000204403	1.121114567	0.343327338	0.470326892	0.1628575	0.596672022	0.301413709	0.376916341	0.235937153	0.92417819	0.492348526
ENSG00000204406	17.67404141	11.25350718	14.98327098	10.22745102	12.46381557	11.22766068	9.936885359	13.40909485	16.12531601	15.68950638
ENSG00000204410	3.198473912	1.983669063	2.889150906	1.270288502	2.950211664	1.84615897	0.685302439	2.28072581	3.760449189	2.560212337
ENSG00000204420	1.022192694	0.419622302	0.470326892	0.423429501	0.563523576	0.678180846	0.445446585	0.6684886	1.083519258	1.083166758
ENSG00000204427	3.956874943	2.937356112	3.258693463	2.931435006	3.314844567	2.976460381	2.261498047	3.342442998	3.824185616	4.070081152
ENSG00000204428	1.38490623	1.754784171	2.519608348	1.726289503	1.591125392	1.620098688	1.165014145	1.887497222	1.465937819	1.477045579
ENSG00000204429	0.46163541	0.114442446	0.537516448	0.293143501	0.198890674	0.376767137	0.239855853	0.078645718	0.605496056	0.196939411
ENSG00000204434	0.362713536	0.152589928	0.100784334	0.1628575	0.066296891	0.113030141	0.034265122	0.235937153	1.115387471	0.393878821
ENSG00000204435	26.93972357	20.56149279	23.24758636	18.04461103	23.03816974	21.02360623	22.61498047	18.40309792	20.04510627	20.71146135
ENSG00000204438	20.04816638	16.89933452	18.40993833	14.68974653	15.64606636	15.74886632	15.96754682	15.06065492	18.48356381	16.77267313
ENSG00000204439	16.91564038	17.12821941	17.80523233	14.88517553	17.13774641	17.896439	14.97385828	15.88643495	16.31652529	17.36349137
ENSG00000204442	0.494609368	0.419622302	0.705490337	0.879430502	1.591125392	1.054947983	0.376916341	0.589842882	2.135170302	1.214459699
ENSG00000204444	3.264421828	2.632176257	3.090719574	2.670863005	3.115953893	3.27787409	3.666368046	3.224474421	2.421984223	2.789974983
ENSG00000204446	0.329739579	0.38147482	0.537516448	0.2280005	0.198890674	0.150706855	0.582507073	0.31458287	0.223077494	0.262585881
ENSG00000204463	157.1868571	144.8841366	168.410622	122.5339832	134.847877	153.1181644	125.8215277	147.5000434	183.8795917	180.2980304
ENSG00000204469	142.447498	124.4752337	160.4150648	94.84820818	98.91496187	114.8386233	72.09381653	116.2776935	185.7279481	171.862459
ENSG00000204472	32.54529641	16.0982374	19.85451378	17.71889603	33.41363323	39.6735795	61.23177288	20.84111516	27.59787286	26.25858808
ENSG00000204475	0.890296862	0.038147482	0.268758224	0.0977145	0.497226685	0.565150705	0.376916341	0.31458287	0.159341067	0.459525291
ENSG00000204482	8.309437381	4.959172657	4.871242806	8.012589015	7.524697167	11.07695382	13.22633706	9.280194676	4.079131323	8.172985539
ENSG00000204498	21.40009865	15.37343524	21.70222657	13.84288753	19.45813761	16.38937045	15.83048633	15.33591493	17.40004455	15.75515285
ENSG00000204514	10.18895298	9.422428049	9.372943055	6.970301013	8.751189656	8.138170154	7.846712921	7.274728878	10.4209058	11.84918787
ENSG00000204516	4.220666606	3.013651076	3.325883019	2.442862505	1.922609849	2.863430239	3.597837802	2.870568692	2.517588864	2.100687046
ENSG00000204519	5.308807216	4.158075536	5.442354032	2.996578006	3.513735241	4.445852214	3.186656339	4.286191609	6.405510906	5.350187321
ENSG00000204520	40.0633588	18.4252338	32.72131375	16.25317853	20.38629409	25.69551873	9.628499261	18.87497222	36.83965477	32.46217951
ENSG00000204524	1.813567682	1.525899279	1.343791119	1.074859502	0.895008033	1.092624697	0.582507073	2.084111516	1.529674246	1.444222344
ENSG00000204525	584.3974552	327.9157551	649.420653	514.0759855	456.9181751	331.5550804	346.3518524	491.2997978	481.2100233	392.3361291
ENSG00000204531	0.362713536	0.38147482	0.839869449	0.065143	0.364632902	0.339090423	0.205590732	0.471874306	0.318682135	0.525171762
ENSG00000204536	21.07035907	14.45789567	21.83660568	10.42288002	17.2040433	13.03614293	11.03336926	16.3189864	18.57916845	16.31314784
ENSG00000204540	1.879515598	0.19073741	0.369542558	1.498289003	1.027601816	0.489797278	0.89089317	0.235937153	2.294511369	0.656464702
ENSG00000204560	47.64736911	41.65705032	42.16144636	31.65949806	40.40795527	41.40670833	30.73581437	40.4632217	49.30012623	43.19537739
ENSG00000204564	12.5960519	11.40609711	12.6652313	9.999450519	12.36437023	12.81008265	10.34806682	11.71821192	11.85497541	10.37214229
ENSG00000204568	55.33030129	68.89435246	56.84236433	69.44243813	61.72240583	67.25293391	66.20021556	59.33819393	57.90454387	62.06873757
ENSG00000204569	29.47871833	22.39257192	28.35399261	25.34062705	26.02152985	21.62643365	18.4346356	20.09398085	34.06712019	37.71389712
ENSG00000204572	0.197843747	0.38147482	0.16797389	0.065143	0.331484457	0.113030141	0.17132561	0.235937153	0.127472854	0.262585881
ENSG00000204574	48.47171805	72.93798555	47.1334735	42.63609358	49.52377783	54.74426497	49.95854777	53.55773368	42.03417356	60.46039905
ENSG00000204576	14.14582792	9.002805747	12.36287829	10.55316602	10.77324484	9.11776471	10.17674121	10.14529757	13.70333179	10.70037464
ENSG00000204577	4.253640564	2.403291365	2.418824014	4.918296509	4.010961926	4.897972778	4.283140241	5.072648785	5.513200929	6.105121728
ENSG00000204580	54.96758775	34.14199637	37.12222966	16.93718003	24.13206845	28.3705654	16.44725852	32.24474421	23.16819119	66.76246018
ENSG00000204583	0.857322904	0.457769784	0.470326892	0.130286	0.298336011	0.263736996	0.308386097	0.157291435	0.509891415	0.459525291
ENSG00000204584	0.626505199	0.610359712	1.343791119	0.749144501	0.961304924	0.527473991	0.548241951	0.511197164	0.92417819	0.557994997
ENSG00000204588	0.164869789	0.114442446	0.100784334	0.423429501	0.397781348	0.376767137	0.034265122	0.196614294	0.254945708	0.361055586
ENSG00000204590	71.81728022	49.70616902	57.98458678	44.36238308	54.56234157	47.77407294	44.57892363	54.42283658	67.81555825	58.39253523
ENSG00000204592	1512.845187	706.6439562	1219.994362	699.3426778	922.9521727	729.4588535	576.3393508	948.9785514	1205.032756	1148.386526
ENSG00000204599	12.9917394	10.45241006	11.45581929	9.413163518	12.39751868	11.5667511	10.65645292	10.93175475	14.05388214	11.98048081
ENSG00000204604	7.682932182	6.256187045	8.499478827	4.657724509	6.463946905	9.682915415	4.968442679	6.606240278	8.126394434	5.842535847
ENSG00000204611	12.72794773	8.812068337	11.8925514	8.468590016	9.579900798	8.703320859	6.955819751	10.02732899	12.93849467	11.42248581
ENSG00000204618	0.065947916	0.114442446	0.201568668	0.2280005	0.066296891	0.226060282	0.068530244	0.078645718	0.286813921	0.13129294
ENSG00000204619	37.88707758	35.40086328	37.525367	34.65607607	38.38590008	33.64530531	33.92247071	32.32338993	35.15063945	38.66577094
ENSG00000204620	0.131895831	0.495917266	0.403137336	0.390858001	0.331484457	0.866564415	0.102795366	0.393228588	0.223077494	0.295409116
ENSG00000204622	1.912489556	1.068129495	1.847712789	0.912002002	0.828711142	1.770805543	2.227232925	1.179685764	1.179123898	1.280106169
ENSG00000204623	19.35571326	15.10640286	16.59582032	11.62802552	16.70681662	8.40190715	7.915243165	13.99893773	15.45608353	14.67198609
ENSG00000204628	983.4812671	705.3087943	768.2789775	643.5476982	785.1540841	740.04601	883.1835177	701.0479267	791.7657635	743.2821587
ENSG00000204632	7.155348856	0.534064748	0.100784334	0.065143	5.303751307	1.921512398	0.137060488	1.730205787	2.326379583	2.002217341
ENSG00000204634	23.93909341	11.17721222	15.18483964	9.901736019	19.78962206	12.99846622	9.628499261	13.88096916	21.57478052	23.10755751
ENSG00000204637	0.857322904	0.877392086	0.772679893	0.879430502	1.027601816	0.979594556	0.616772195	1.29765434	0.541759629	0.787757642
ENSG00000204642	79.53318636	42.83962226	70.81779197	39.28122907	48.86080891	32.85409433	35.60146168	46.67623339	65.17049654	52.71411556
ENSG00000204644	1.417880188	0	1.746928455	0	0	0	0	1.730205787	1.179123898	0
ENSG00000204650	8.639176959	9.117248193	21.73582135	8.989734017	5.104860633	5.199386487	4.009019265	12.11144051	8.158262647	7.483697602
ENSG00000204653	0.494609368	0.305179856	0.50392167	0.130286	0.430929794	0.565150705	0.102795366	0.629165741	0.605496056	0.525171762
ENSG00000204659	0.296765621	0.343327338	0.268758224	0.293143501	0.165742228	0.037676714	0.068530244	0.157291435	0.127472854	0.164116175
ENSG00000204673	52.23074925	68.74176253	62.82223481	51.2023981	52.67288017	57.75840207	45.81246802	49.42883351	59.30674526	56.62008054
ENSG00000204681	75.54333746	39.74967622	54.15478209	33.35321606	45.11503455	32.06288334	28.61137681	28.27313548	85.75736243	63.90683873
ENSG00000204682	4.715275974	7.858381288	2.385229236	3.517722007	4.574485502	2.788076812	6.236252191	5.269263079	3.824185616	3.577732625
ENSG00000204685	4.31958848	4.61584532	4.837648028	4.136580508	3.21539923	3.315550804	2.535619023	4.836711632	4.557154525	5.054778205
ENSG00000204687	2.242229135	0.152589928	0.772679893	0.423429501	0.795562696	0.753534274	0.513976829	0.471874306	0.573627842	0.426702056
ENSG00000204706	0.560557284	0.343327338	0.235163446	0.488572501	0.430929794	0.263736996	0.205590732	0.471874306	0.509891415	0.590818232
ENSG00000204713	54.60487422	47.68435248	52.10550064	44.88352708	49.25859026	61.52607344	41.49506265	47.65930486	53.82541254	54.84762584
ENSG00000204740	0.560557284	0.228884892	0.873464227	0.2280005	0.198890674	0.640504133	0.274120975	0.117968576	0.414286775	0.557994997
ENSG00000204745	0.989218736	1.220719423	0.50392167	0.716573001	0.165742228	0.527473991	0.71956756	0.117968576	0.637364269	0.164116175
ENSG00000204758	0.494609368	0.114442446	0.470326892	0.390858001	0.629820468	0.263736996	0.274120975	0.432551447	0.382418562	0.426702056
ENSG00000204764	1.714645809	2.822913667	2.82196135	3.094292506	2.486133425	1.43171512	1.576195609	2.123434375	3.12308492	3.577732625
ENSG00000204767	0.164869789	0.610359712	0.940653783	0.325715001	0.596672022	0.866564415	0.068530244	1.887497222	0.223077494	0.393878821
ENSG00000204789	14.83828104	12.62681654	18.27555922	14.98289003	14.5190192	16.65310745	16.24166779	12.58331482	16.34839351	15.06586491
ENSG00000204792	0	6.637661865	3.762615133	2.768577505	0	3.503934372	2.501353901	0.078645718	0.031868213	8.895096711
ENSG00000204815	0.791374989	0.495917266	0.772679893	0.749144501	0.861859587	0.489797278	0.788097804	0.432551447	0.892309977	0.557994997
ENSG00000204818	0.428661452	0.19073741	0.268758224	0.260572	0.298336011	0.263736996	0.137060488	0.196614294	0.159341067	0.229762646
ENSG00000204822	1.483828104	1.373309351	1.746928455	1.400574503	1.22649249	1.43171512	1.096483902	1.336977199	1.465937819	1.80527793
ENSG00000204839	4.286614522	2.708471221	5.946275701	2.214862004	3.115953893	2.938783667	2.501353901	2.909891551	3.441767054	2.986914394
ENSG00000204842	44.84458269	43.48812946	45.48732938	36.34979407	43.22557315	43.96872486	28.85123266	44.63144474	53.37925755	55.04456526
ENSG00000204843	119.3327535	99.03086322	111.064336	71.91787214	93.14713233	90.23572926	56.5717163	94.80741256	152.5212696	127.3213289
ENSG00000204851	17.6080935	13.00829136	14.68091797	5.016011009	16.14329304	9.871298983	7.195675605	9.044257524	12.93849467	18.6107743
ENSG00000204852	30.03927561	25.78769782	26.00235815	27.52291755	27.9441397	22.98279534	22.92336657	24.65543247	31.42205848	26.91505278
ENSG00000204856	4.649328058	3.776600716	3.997778579	2.573148505	3.580032132	2.863430239	4.043284387	2.752600116	4.652759166	3.709025566
ENSG00000204859	23.37853612	16.32712229	21.46706313	13.28917202	18.29794201	17.70805543	13.6032534	13.56638629	20.68247054	18.93900665
ENSG00000204882	0.395687494	0.114442446	0.33594778	0.195429	0.23203912	0.150706855	0.068530244	0.275260012	0.987914617	0.754934407
ENSG00000204894	0.032973958	0.95368705	0.873464227	0.1628575	1.491680055	0.188383568	0.068530244	0.078645718	0.82857355	0.229762646
ENSG00000204899	12.95876544	13.38976618	12.26209396	13.02860002	14.22068319	14.0534142	13.36339755	13.40909485	13.32091323	11.45530905
ENSG00000204920	2.670890587	2.098111509	2.183660568	1.726289503	2.121500523	2.14757268	2.158702681	2.477340104	3.059348493	2.724328513
ENSG00000204922	11.47493734	15.48787768	12.39647307	15.34117653	15.41402724	13.86503063	18.67449145	14.47081204	11.09013829	13.35905668
ENSG00000204923	6.232078036	4.768435248	8.062746714	7.002872513	6.795431362	5.12403306	5.002707801	5.308585938	7.17034803	7.188288486
ENSG00000204929	0.296765621	0.228884892	0.268758224	0.260572	0.331484457	0.263736996	0.034265122	0.432551447	0.063736427	0.164116175
ENSG00000204934	4.748249932	10.60499999	6.450197371	4.625153009	4.905969959	8.816351	7.538326824	6.527594561	7.935185153	4.660899384
ENSG00000204946	29.67656207	17.16636689	24.35621403	15.43889103	22.04371637	16.23866359	13.9116395	16.20101783	25.59017541	24.28919397
ENSG00000204947	2.044385387	1.411456833	1.948497122	1.302860002	2.486133425	1.620098688	1.336339755	1.848174364	2.772534571	2.494565867
ENSG00000204950	1.747619767	1.258866905	0.974248561	1.335431503	1.22649249	0.678180846	1.130749024	1.848174364	1.975829235	2.297626457
ENSG00000204954	6.561817614	7.667643878	7.491635488	6.840015013	7.259509601	7.68604959	7.709652433	7.274728878	7.042875176	6.89287937
ENSG00000204956	0.428661452	0.76294964	0.739085115	0.716573001	0.298336011	0.339090423	0.274120975	0.865102894	0.605496056	0.689287937
ENSG00000204959	0.329739579	0.343327338	0.470326892	0.1628575	0.629820468	0.301413709	0.205590732	0.353905729	0.73296891	0.754934407
ENSG00000204963	0.098921874	0.267032374	0.369542558	0.065143	0.066296891	0.150706855	0	0.235937153	0.223077494	0.196939411
ENSG00000204967	0.131895831	0.19073741	0.201568668	0.065143	0.099445337	0.037676714	0.034265122	0.039322859	0.191209281	0.361055586
ENSG00000204969	0.197843747	0.228884892	0.403137336	0.195429	0.033148446	0.41444385	0.102795366	0.157291435	0.254945708	0.492348526
ENSG00000204977	28.88518709	25.36807552	32.28458163	21.26918954	26.38616275	25.39410502	24.2254412	23.94762101	25.01654757	26.6524669
ENSG00000204978	1.055166652	0.877392086	0.302353002	0.293143501	0.696117359	0.263736996	0.17132561	0.550520023	1.210992112	0.853404112
ENSG00000204991	7.485088434	3.166241004	6.114249591	2.377719504	2.022055186	2.863430239	1.096483902	5.072648785	3.3142942	5.21889438
ENSG00000204993	0.758401031	0.267032374	0.604706004	0.390858001	0.364632902	0.376767137	0.342651219	0.235937153	0.73296891	0.754934407
ENSG00000205018	0.296765621	0.534064748	0.436732114	0.195429	0.23203912	0.339090423	0.274120975	0.117968576	0.414286775	0.722111172
ENSG00000205037	0.494609368	0.495917266	0.436732114	0.325715001	0.099445337	0.150706855	0.513976829	0.31458287	1.752751741	1.083166758
ENSG00000205041	0.593531241	0.57221223	0.940653783	0.325715001	0.298336011	0.602827419	0	0.31458287	1.083519258	0.886227348
ENSG00000205045	2.341151008	1.335161869	1.578954565	1.009716502	1.359086272	1.43171512	1.165014145	1.376300058	0.987914617	1.477045579
ENSG00000205056	0.46163541	0.419622302	1.780523233	2.084576004	1.027601816	0.565150705	0.17132561	1.258331482	0.701100696	0.459525291
ENSG00000205060	18.36649453	32.95942443	17.5364741	23.64690904	23.43595109	21.70178708	24.29397145	22.45335237	26.86490395	22.12286045
ENSG00000205078	2.341151008	2.021816545	2.418824014	1.758861003	3.613180578	2.637369957	2.398558535	2.162757234	2.900007425	2.264803222
ENSG00000205084	6.924531151	4.42510791	5.543138366	4.625153009	4.905969959	4.031408363	3.495042436	5.741137385	5.481332716	5.317364085
ENSG00000205085	8.705124875	7.171726612	8.062746714	12.70288502	6.563392242	9.080087996	4.694321704	6.016397396	4.939573087	9.748500823
ENSG00000205089	0.758401031	0.38147482	0.671895559	0.390858001	0.596672022	0.150706855	0.239855853	0.471874306	0.446154989	0.262585881
ENSG00000205090	2.440072882	1.754784171	2.116471012	1.107431002	2.287242751	2.14757268	1.06221878	1.96614294	2.167038516	1.903747636
ENSG00000205100	4.946093679	8.506888482	4.837648028	7.980017515	6.033017112	7.723726304	7.709652433	8.375768924	9.560464039	8.369924949
ENSG00000205105	6.858583235	7.934676252	6.315818259	12.21431252	9.049525667	9.456855133	11.61587633	8.926288947	6.341774479	6.860056135
ENSG00000205106	1.253010399	2.021816545	1.612549343	2.573148505	1.889461403	2.524339816	3.495042436	1.808851505	1.497806033	2.002217341
ENSG00000205129	0.164869789	0.228884892	0.100784334	0.260572	0.331484457	0.150706855	0.411181463	0.039322859	0.350550348	0.196939411
ENSG00000205133	25.32399964	22.12553955	25.66641037	24.91719755	25.88893607	18.08482257	21.27864072	21.62757234	28.1715007	19.49700165
ENSG00000205138	12.69497378	10.26167265	11.5901984	8.696590516	13.75660495	12.24493195	11.75293682	10.57784902	11.91871184	11.15989993
ENSG00000205155	11.3430415	13.80938848	10.78392373	12.76802802	12.9941907	16.01260331	18.60596121	12.93722054	10.67585151	10.10955641
ENSG00000205181	11.83765087	9.575017977	9.272158721	7.458873514	9.778791472	5.199386487	4.180344875	7.667957466	12.14178933	6.170768198
ENSG00000205186	0.395687494	0.152589928	0.33594778	0.0977145	0.76241425	0.301413709	0.342651219	0.117968576	0.191209281	0.196939411
ENSG00000205189	27.63217669	23.80402876	28.28680305	21.46461854	27.28117078	27.80541469	22.88910145	30.8291213	32.6649188	28.26080542
ENSG00000205208	7.452114476	6.713956828	7.726798934	6.286299512	7.027470482	6.178981043	4.043284387	6.920823149	7.074743389	6.367707609
ENSG00000205209	1.516802062	0.457769784	1.108627673	0.521144001	0.497226685	0.565150705	0.308386097	0.589842882	0.764837123	0.853404112
ENSG00000205213	74.75196247	70.22951433	99.87727492	49.37839409	69.44599367	63.97505982	46.70336119	70.42724011	83.39911464	70.7012484
ENSG00000205220	14.04690605	9.460575531	10.44797595	9.641164018	11.33676842	10.7378634	13.02074633	9.240871818	10.61211508	10.24084935
ENSG00000205221	56.6492596	15.90749999	24.65856703	21.75776204	46.01004259	28.82268596	53.2822646	22.88590382	81.39141719	28.85162365
ENSG00000205231	1.154088525	0.915539568	1.746928455	0.846859002	0.729265805	1.092624697	0.616772195	1.022394329	0.669232483	1.444222344
ENSG00000205250	52.92320237	68.93249994	51.87033719	46.25153009	59.76664754	55.98759652	48.79353362	54.73741945	54.71772252	58.98335347
ENSG00000205268	22.15849968	9.613165459	12.83320519	12.67031352	13.92234718	12.1319018	18.02345413	11.24633762	15.67916102	14.83610226
ENSG00000205269	48.90037951	122.2245323	87.74956007	207.0244544	84.32964578	139.4038406	208.3662064	219.3035835	58.98806312	158.6675185
ENSG00000205277	0.362713536	0.114442446	0.067189556	0.390858001	0.198890674	0.037676714	0.445446585	0.078645718	0.127472854	0.032823235
ENSG00000205302	92.45897784	77.85901072	78.71256479	72.40644464	89.10302195	78.5182713	94.98291798	83.75768924	96.3376093	87.11286594
ENSG00000205309	3.429291617	3.47142086	2.889150906	5.732584011	4.010961926	4.521205641	3.289451705	4.089577315	2.103302089	2.691505278
ENSG00000205323	0.296765621	0.267032374	0.268758224	0.293143501	0.265187565	0.150706855	0.068530244	0.31458287	0.286813921	0.196939411
ENSG00000205333	1.187062483	1.144424459	1.209412007	1.237717002	1.557976946	1.017271269	0.205590732	1.022394329	2.103302089	2.002217341
ENSG00000205336	64.85977511	33.72237407	56.87595911	34.26521806	37.42459516	31.42237921	21.62129194	42.82259323	35.72426729	54.22398438
