	052_V2	054V_2	063_V2	070_V2	072_V2	078_V2	085_V2	092_V2	099_V2	100_V2
ENSG00000197530	42.26796208	49.80701442	11.45782481	59.57264934	8.702190739	10.50298246	9.758788787	12.313083	42.7189549	42.74178605
ENSG00000197535	70.63113231	74.6109076	10.08150952	78.12744267	12.11739012	8.5567429	17.47350695	9.829772145	62.58283332	109.8982472
ENSG00000197536	20.74321405	15.17453706	37.5734075	13.96352545	30.4084099	47.14597558	30.99074817	34.18001472	23.29068785	17.26420296
ENSG00000197540	1.009481375	2.158303958	1.238683764	2.352550483	1.017992124	0.805340508	1.516568528	1.414107572	0.929304253	1.030698684
ENSG00000197548	18.85450697	27.36065326	0.550526117	25.61244478	0.328384556	0.738228799	0.560470978	0.551846857	21.75152768	30.75991385
ENSG00000197555	39.27208187	40.37688636	21.74578163	34.2258151	18.81643507	13.95923548	22.35290134	18.590341	40.33761275	49.24807149
ENSG00000197557	11.33224253	8.898853243	17.58242787	8.461592868	13.49660526	12.44922202	14.44036989	14.62394172	10.19330603	10.1781495
ENSG00000197558	3.777414176	4.250198564	45.10873373	5.539876945	50.40702937	64.82991091	50.34348134	64.94547701	2.323260634	2.447909374
ENSG00000197561	1.074609205	6.508116551	1.617170469	1.29010833	1.313538225	0.503337818	1.483599647	0.827770286	1.945730781	2.608956044
ENSG00000197562	20.90603363	24.0733903	0.997828587	29.25510359	0.623930657	0.302002691	0.494533216	0.448375572	20.18332675	19.10013499
ENSG00000197563	15.79349893	22.08110973	16.9286781	21.85595288	13.59512063	14.29479402	15.69318737	14.89986515	18.81841113	16.1690856
ENSG00000197565	2.246910157	3.652514391	68.712541	0.56916544	67.64721857	76.00401046	71.67434737	76.22384716	1.53916017	1.546048026
ENSG00000197566	4.526384229	8.433987775	0.481710353	6.867929637	0.295546101	0.604005381	1.252817479	0.413885143	6.56321129	7.472565458
ENSG00000197568	2.833060632	3.021625542	72.18773711	4.17387989	43.67514597	53.2531411	56.90428867	84.6050213	3.310646403	3.671864061
ENSG00000197576	1.791015342	1.560619785	40.94537996	1.403941418	38.28963925	40.83747494	48.16753519	46.83800201	1.219711833	1.41721069
ENSG00000197579	18.33348432	20.68651332	218.4900528	17.98562789	190.4302041	204.5564891	229.463412	221.4285515	18.46992204	15.71815493
ENSG00000197580	2.930752378	3.054830218	40.2916302	1.745440681	34.84160141	32.750514	31.9798146	35.24921801	1.887649265	2.608956044
ENSG00000197582	93.29561737	26.69655973	0.997828587	52.24938735	0.985153669	0.973119781	0.857190907	0.724299	38.21763742	59.716105
ENSG00000197586	53.07918196	57.01242917	79.82628699	58.699929	72.17892545	76.77579512	74.4107645	76.08588544	51.34406	49.98888617
ENSG00000197594	51.93944492	39.21472269	18.82111163	47.39250893	16.0580048	15.67058406	15.92396954	16.52091529	73.64736208	36.55759394
ENSG00000197599	0.455894814	1.095754317	48.23985102	2.048995582	38.15828543	31.30761226	36.76030235	34.42144772	1.103548801	1.191745353
ENSG00000197601	68.87268089	85.36922272	17.16953328	66.2129128	19.93294256	25.50244943	14.90193423	19.62505386	75.33172604	87.93148147
ENSG00000197603	13.93735575	19.29191692	1.548354705	12.82519457	0.788122935	0.939563926	1.549537409	1.207165	15.10119412	16.23350427
ENSG00000197608	13.57915269	18.32898131	6.984800112	10.09320046	3.612230118	5.335380867	5.044238798	6.622162287	14.66558275	17.29641229
ENSG00000197614	224.3653765	404.8978226	13.55670564	265.0793174	12.54429005	9.798309516	13.78099227	15.38273115	293.1374104	276.4527126
ENSG00000197619	8.564309727	12.51816296	5.91815576	9.979367373	5.648214366	5.100489885	4.747518869	4.897640858	10.2804283	7.665821462
ENSG00000197620	8.303798405	8.201555041	27.66393739	8.120093604	25.12141855	25.83800797	40.18906598	23.24654886	6.679374322	6.474076108
ENSG00000197622	52.5255954	69.46418278	3.40638035	67.27535495	1.444892047	2.684468361	2.604541602	3.173119429	56.74564097	62.93703839
ENSG00000197629	103.5858146	207.5956361	40.2916302	204.2165597	54.18345177	35.16653552	41.27703906	48.04516701	123.7717103	193.3204219
ENSG00000197632	0.293075238	0.066409353	1.03223647	0.341499264	1.247861313	1.04023149	1.28578636	1.000222429	0.377529853	0.483140008
ENSG00000197635	13.6117166	31.14598635	91.80023004	17.53029554	107.8414882	79.35959591	116.67687	119.6472967	16.93076187	20.13083367
ENSG00000197646	6.089452164	10.89113382	26.63170092	8.992813945	22.29731136	21.07307663	14.37443213	24.66065643	7.376352512	6.506285442
ENSG00000197647	2.735368886	3.951356477	1.582762587	3.566770088	0.886638302	0.637561236	1.879226219	1.414107572	3.078320339	2.41570004
ENSG00000197653	3.093571955	0.763707554	2.752630586	1.176275242	1.773276603	1.140899053	0.824222026	0.862260714	1.161630317	1.030698684
ENSG00000197670	0.651278306	0.564479497	0.240855176	0.379443626	0.394061467	0.268446836	0.362657691	0.034490429	0.5517744	0.934070682
ENSG00000197694	418.6416953	377.4043506	5.33322176	461.7828933	3.382360929	3.456253014	3.000168174	3.035157715	460.2669723	577.674403
ENSG00000197696	70.1752375	52.66261658	14.65775787	97.97234433	15.69678179	16.50948042	17.737258	19.073207	54.13197276	50.98737552
ENSG00000197702	228.3707381	195.0110638	19.37163775	200.9154002	18.75075816	19.09328122	18.36366674	34.86982329	231.4838814	226.3994078
ENSG00000197705	0.55358656	0.332046763	194.8518376	1.897218132	195.2574571	216.0325913	181.8893167	216.4274393	1.481078654	1.707094695
ENSG00000197712	66.49551507	73.01708314	71.46517158	70.5765145	71.52215634	94.42617459	62.97056278	73.56808416	79.94920655	88.06031881
ENSG00000197713	36.04825425	30.78073491	27.31985856	29.74838031	13.95634364	16.375257	18.85819995	14.21005657	29.65061384	30.40561118
ENSG00000197714	0.48845873	0.464865468	11.4922327	0.56916544	7.618521703	7.14739701	8.736753474	8.760568859	0.377529853	0.289884005
ENSG00000197724	50.96252747	67.20626479	1.995657175	59.72442679	2.561399538	1.610681016	1.846257338	1.621050143	54.21909504	54.27272757
ENSG00000197728	4.624075974	4.947496766	2.236512351	3.984158077	1.083669035	0.771784654	1.022035312	0.931241572	4.007624593	3.57523606
ENSG00000197746	1775.873122	2189.981219	16.44696775	2762.121934	13.13538225	9.664086098	13.61614787	11.347351	2416.103937	2873.684559
ENSG00000197747	255.0405847	353.2977556	2.718222704	319.7191996	2.824107183	1.275122471	2.110008386	3.276590715	319.8839485	401.8758587
ENSG00000197748	0.48845873	0.298842087	5.367629642	0.303554901	4.761576065	3.590476432	4.978301036	5.897863287	0.348489095	0.193256003
ENSG00000197756	341.6931634	474.5280287	24.77367527	406.3841238	11.62481329	12.21433104	29.60605517	16.00355886	303.2145534	317.5196133
ENSG00000197757	23.86934992	31.6440565	4.30098529	27.85116218	4.039130041	4.026702541	5.176114323	3.587004572	23.14548406	20.83943902
ENSG00000197763	8.857384965	11.28958994	15.20828399	9.448146296	13.39808989	21.71063787	13.58317899	16.79683872	10.89028422	12.27175621
ENSG00000197766	1559.941799	2779.264609	0.997828587	2553.465884	0.952315213	0.503337818	0.461564335	1.069203286	1734.139818	1847.946112
ENSG00000197768	2.149218411	2.257917987	0.44730247	1.669551956	0.328384556	0.067111709	0.296719929	0.137961714	1.858608507	1.803722697
ENSG00000197769	1.921271003	4.416221945	56.15366395	2.390494846	51.09663694	42.64949108	55.84928447	54.4258963	3.949543077	1.57825736
ENSG00000197771	47.90151943	55.58462809	117.7093654	50.69366848	79.10783958	63.95745869	71.04793863	87.91610245	48.55614724	53.33865689
ENSG00000197774	15.01196496	17.79770649	15.55236281	18.63068205	18.45521206	18.15371729	27.69386007	18.03849415	14.31709365	18.35932031
ENSG00000197776	8.238670574	12.8834144	1.47953894	9.941423011	0.919476757	1.71134858	2.044070624	0.862260714	11.35493635	12.46501221
ENSG00000197779	4.754331636	4.183789211	30.31334433	2.580216659	26.07373376	23.32131888	22.15508806	23.10858715	3.601053982	5.314540089
ENSG00000197780	40.21643541	19.95601044	35.54334244	33.54281657	40.52265423	32.04584106	34.55138733	39.97440672	26.63037501	30.92096052
ENSG00000197782	12.99300221	16.03785864	8.498746934	13.05286075	9.260444484	12.28144275	11.90176605	9.864262573	11.32589559	11.30547619
ENSG00000197785	13.1883857	12.85020972	4.094537996	13.09080511	6.830398769	2.919359342	4.417830059	3.035157715	10.6289174	14.04326957
ENSG00000197798	17.2263112	17.59847843	3.062301527	19.04807004	1.970307337	2.718024215	3.49470139	2.586782143	16.84363959	19.35780966
ENSG00000197808	6.903550046	8.334373747	23.91347821	5.881376209	23.64368804	20.30129198	20.07804855	25.79884058	5.691988552	6.925006782
ENSG00000197813	0.846661798	0.763707554	24.49841221	0.834775978	18.55372742	20.8046298	20.3417996	19.72852515	0.69697819	0.837442681
ENSG00000197815	3.451775023	3.254058276	1.961249292	3.452937	2.659914905	1.375790035	6.725651731	0.655318143	3.833380045	3.800701397
ENSG00000197816	3.12613587	4.150584535	8.877233639	3.377048275	7.19162178	6.073609666	7.417998233	8.00177943	3.746257772	3.446398724
ENSG00000197818	33.67108843	42.7012137	2.787038468	42.42179743	4.26899923	4.597152068	3.165012579	3.000667286	34.55850192	41.32457536
ENSG00000197822	0.423330899	0.232432734	1.376315293	0.227666176	1.313538225	1.073787344	1.516568528	1.793502286	0.290407579	0.128837335
ENSG00000197837	1.237428782	1.095754317	21.09203186	0.607109802	16.32071244	22.65020179	18.9571066	17.866042	1.132589559	1.352792023
ENSG00000197841	13.09069396	14.07878274	3.165525174	11.15564262	3.152491739	1.845571998	3.263919223	2.276368286	10.97740649	9.856056165
ENSG00000197852	33.6059606	29.75138995	86.43260039	29.02743742	42.32876929	72.68198087	32.30950342	61.77235758	24.19095135	34.20631257
ENSG00000197857	15.59811544	20.18844318	63.20727983	19.54134676	59.40476621	50.80356373	48.16753519	53.25322173	18.17951446	16.13687627
ENSG00000197858	107.5586123	133.0843425	28.48972656	130.8701067	56.21943602	47.01175217	39.66156389	31.93813686	100.5971854	110.3813872
ENSG00000197859	4.689203805	3.619309715	1.238683764	10.58647718	1.083669035	0.906008072	0.593439859	1.310636286	2.78791276	3.41418939
ENSG00000197860	11.62531777	13.44789389	81.09937863	11.30742007	85.3143077	86.87610732	93.40083997	82.84600945	13.01025955	16.55559761
ENSG00000197863	4.363564652	6.142865112	18.13295398	4.705100967	18.65224279	19.36172805	24.1661898	17.10725257	4.239950656	5.958726766
ENSG00000197872	28.62368156	45.4904065	18.0985461	37.52697465	16.91180464	16.7443714	19.91320415	16.10703015	26.89174183	39.26317799
ENSG00000197879	970.3395485	743.9839768	667.3064698	984.921821	167.4432852	212.1736681	350.3602988	221.4975323	862.5685917	1049.25126
ENSG00000197882	0.260511323	0.398456115	11.25137752	0.227666176	9.884375141	10.70431759	12.39629927	10.07120514	0.638896674	0.161046669
ENSG00000197885	24.68344781	12.8834144	8.017036581	19.27573622	6.173629656	6.778282611	7.549873757	7.587894287	15.88529458	13.39908289
ENSG00000197891	20.18962749	0.298842087	78.27793228	3.301159549	70.66835649	79.52737518	65.08057116	65.35936216	4.065706109	4.928028082
ENSG00000197892	26.47446315	41.07418456	278.2221365	40.56252366	134.1450912	132.9818514	143.9751035	144.8253096	33.45495312	47.12225545
ENSG00000197894	175.0310448	172.83034	0.309670941	159.9734329	0.295546101	0.234890982	0.263751048	0.344904286	183.6537531	174.2847056
ENSG00000197903	4.591512059	2.457146045	47.86136431	4.89482278	9.29328294	10.97276442	16.18772059	11.65776486	2.700790487	3.865120065
ENSG00000197905	4.363564652	3.851742449	8.120260228	7.664761253	8.899221472	3.892479123	8.703784593	6.07031543	5.285417941	3.446398724
ENSG00000197912	80.85620172	115.6518875	3.509603997	104.9541071	2.528561083	3.657588141	3.066105936	2.966176858	96.93804994	110.6712712
ENSG00000197915	0.423330899	0.664093526	0.860197058	0.113833088	1.017992124	1.778460289	0.989066431	0.586337286	0.464652127	0.676396011
ENSG00000197921	0.48845873	0.099614029	0.722565529	0.417387989	0.689607568	0.604005381	1.120941955	0.793279857	0.232326063	0.128837335
ENSG00000197927	0.781533968	1.826257195	440.7305647	1.138330879	504.9897705	408.7774196	598.7148796	558.262077	0.958345011	0.450930674
ENSG00000197928	15.20734845	18.42859534	91.35292757	12.21808477	78.31971665	78.42003199	64.98166452	64.53159187	16.32090595	18.61699498
ENSG00000197930	21.88295109	27.55988131	170.6630963	31.75943153	225.8628977	239.9243597	235.2329662	237.0182252	28.40186125	32.85352055
ENSG00000197933	5.307918196	7.670280221	2.51177541	6.905874	0.919476757	0.637561236	1.846257338	1.069203286	5.633907036	5.250121421
ENSG00000197935	1.888707088	3.386876981	93.41740051	2.769938472	69.45333363	98.85554738	138.7989892	86.81240873	2.178056844	2.480118708
ENSG00000197937	16.05401025	16.104268	29.55637092	14.19119163	36.61487801	39.69657588	36.26576914	31.35179958	12.10999605	12.36838421
ENSG00000197943	27.15830537	32.73981081	0.584933999	27.16816365	0.426899923	0.536893672	0.989066431	0.896751143	26.19476364	27.70002713
ENSG00000197948	8.401490151	19.12589354	58.35576842	15.0259676	51.03096003	51.17267813	64.55306907	75.29260559	12.89409652	15.55710826
ENSG00000197951	9.085332372	12.61777699	5.092366584	10.47264409	4.203322319	5.167601594	3.527670271	3.724966286	10.33850982	10.37140551
ENSG00000197953	0.065127831	0.166023381	2544.600529	0.417387989	2381.674671	2185.392137	2418.201486	2100.743024	0.290407579	0.096628002
ENSG00000197956	405.6161291	607.3135292	484.0844964	667.251617	371.6328022	458.8091987	365.262233	320.7264954	618.3648584	678.9405487
ENSG00000197958	75.67853919	159.4156508	0.412894588	127.6448359	0.492576834	0.536893672	0.461564335	0.413885143	109.6288611	112.7004592
ENSG00000197959	7.359444861	7.1390054	425.6943201	8.006260516	342.3080614	434.2127573	339.480568	337.8682384	6.56321129	6.409657441
ENSG00000197961	14.75145364	18.42859534	23.77584669	18.78245951	23.70936496	26.30778993	26.30916707	25.69536929	15.65296852	17.29641229
ENSG00000197965	84.24284892	110.0735019	10.80407505	101.6908919	10.67249808	10.46942661	12.46223703	11.45082229	89.18416757	86.73973612
ENSG00000197969	47.31536895	40.60931909	2389.627427	36.0471445	2200.833296	2772.082697	2580.540256	1928.842728	44.7227672	43.45039139
ENSG00000197971	38.9138788	50.03944716	1.823617763	41.77674326	2.561399538	1.543569307	2.274852791	1.655540572	38.79845258	47.79865147
ENSG00000197976	57.31249095	79.85724646	3.647235526	72.58756572	1.05083058	3.892479123	1.318755241	6.242767573	59.82396131	65.44936643
ENSG00000197977	2.246910157	1.660233814	54.81175654	2.618161022	48.86362196	56.40739143	53.97005826	58.08188173	1.248752591	1.062908018
ENSG00000197978	1.04204529	1.228573022	17.37598057	1.176275242	19.40752727	14.26123817	17.86913352	16.83132915	0.784100464	0.57976801
ENSG00000197980	0.944353544	0.730502878	10.66644352	0.56916544	10.93520572	9.932532934	12.09957934	10.381619	0.755059706	0.57976801
ENSG00000197982	48.74818122	48.51203205	4.576248349	44.85023664	5.910922011	5.603827703	6.000336349	4.897640858	42.31238429	45.28632342
ENSG00000197989	8.857384965	15.80542591	25.18656986	13.73585927	28.53661793	36.50876971	32.47434782	28.62705572	11.81958847	16.62001628
ENSG00000197992	0.618714391	0.365251439	16.82545446	1.328052692	12.70848232	11.27476711	15.06677863	13.55473843	0.377529853	0.483140008
ENSG00000197993	0.358203068	0.166023381	11.66427211	0.455332352	12.41293622	11.24121126	12.95677025	12.89942029	0.174244548	0.644186677
ENSG00000198000	32.36853182	34.8649101	20.12861116	31.03848864	18.48805051	20.56973881	20.40773736	16.55540572	32.84509721	33.20782322
ENSG00000198001	21.23167278	34.40004463	7.26006317	29.97604648	5.910922011	6.107165521	7.088309423	7.03604743	29.36020626	31.37189119
ENSG00000198003	0.162819577	0.398456115	0.860197058	0.417387989	0.689607568	0.771784654	0.791253145	0.689808572	0.406570611	0.193256003
ENSG00000198010	0.358203068	0.597684173	3.612827644	0.417387989	4.695899153	5.301825012	7.088309423	4.759679144	0.261366821	0.032209334
ENSG00000198015	32.49878748	30.94675829	5.298813878	30.62110065	4.170483863	2.617356652	4.747518869	3.931908858	31.50922234	33.04677655
ENSG00000198018	2.539985394	3.652514391	35.40571091	2.16282867	37.53435477	34.52897429	37.15592893	40.94013872	2.78791276	4.251632071
ENSG00000198019	0.195383492	0.232432734	0.412894588	0.455332352	0.361223012	0.906008072	0.923128669	0.172452143	0.609855916	0.193256003
ENSG00000198026	25.17190654	39.11510866	2.098880822	34.75703617	1.970307337	1.241566617	1.780319576	1.690031	26.94982335	31.62956586
ENSG00000198034	323.8155739	349.8112646	13.07499528	420.2717606	12.47861313	13.0532274	11.50613948	11.79572657	349.6507254	357.2659313
ENSG00000198039	5.633557349	8.002326984	0.206447294	5.843431846	0.394061467	0.201335127	0.362657691	0.344904286	5.953355374	7.698030795
ENSG00000198040	26.18138791	34.46645398	28.93702903	25.84011096	26.50063368	30.03248979	26.2432293	35.62861272	25.90435606	28.47305114
ENSG00000198042	14.94683713	15.73901656	18.99315104	16.0504654	16.55058163	18.08660558	16.74819157	18.55585058	17.65678082	17.29641229
ENSG00000198046	6.74073047	7.305028782	115.3352215	6.450541648	116.4780021	103.083585	109.4896539	109.127716	8.625105102	6.055354768
ENSG00000198053	84.99181897	134.578553	3.268748821	129.1246661	5.878083556	2.852247633	3.066105936	1.759011857	94.46958551	133.2178049
ENSG00000198055	17.68220602	20.62010397	15.62117857	25.57450042	12.51145159	13.7914562	15.33052968	13.761681	20.00908221	23.64165106
ENSG00000198056	3.191263701	4.01776583	5.814932113	3.414992637	5.418345177	5.570271848	5.604709776	6.380729287	2.78791276	2.963258716
ENSG00000198060	65.97449242	50.00624248	39.63788044	55.51260254	33.19967863	48.21976293	47.90378415	31.62772301	60.46285799	54.04726224
ENSG00000198064	0.260511323	0.398456115	699.8907343	0.341499264	904.174037	843.5606265	1105.809239	1070.582903	0.174244548	0.193256003
ENSG00000198075	5.666121265	3.652514391	0.206447294	4.705100967	0.788122935	0.302002691	0.824222026	0.241433	4.065706109	2.963258716
ENSG00000198081	27.15830537	35.49579894	14.55453422	29.17921487	12.51145159	20.26773612	14.44036989	15.86559715	31.24785552	29.50374983
ENSG00000198087	37.67645002	42.7012137	2.442959645	36.0471445	17.43721993	0.3691144	0.428595453	1.276145857	38.94365637	38.07143264
ENSG00000198089	12.37428782	19.55755433	39.60347255	17.15085191	35.3670167	29.29426099	47.27737541	51.18379601	15.97241686	17.00652828
ENSG00000198093	4.624075974	6.906572666	176.1683575	5.805487483	171.9749921	206.1000584	155.481243	174.9009633	5.227336426	5.185702753
ENSG00000198099	0.586150476	0.53127482	2.82144635	0.075888725	4.433191508	3.187806178	3.329856985	2.931686429	0.232326063	0.934070682
ENSG00000198105	16.11913808	25.8996475	3.303156703	18.97218132	4.26899923	4.865598904	2.208915029	5.932353715	18.93457416	14.49420024
ENSG00000198108	2.63767714	4.383017269	122.216798	3.908269352	103.8023582	79.96360129	100.7529004	109.1966969	3.368727919	4.348260073
ENSG00000198113	10.15994158	13.18225648	0.619341882	13.54613746	0.164192278	0.167779273	0.593439859	0.344904286	8.65414586	13.20582689
ENSG00000198121	23.44601903	77.93137523	0.309670941	34.56731436	0.52541529	0.268446836	0.230782167	0.724299	39.43734925	59.909361
ENSG00000198125	0.976917459	0.26563741	1.651578351	0.645054165	0.394061467	0.704672945	0.890159788	0.620827714	0.406570611	0.450930674
ENSG00000198130	60.82939381	40.41009103	18.61466434	60.48331404	14.18621283	15.80480747	17.96804016	16.10703015	42.68991414	36.26770994
ENSG00000198131	18.4963039	14.70967159	29.5907788	18.4789046	28.56945639	30.40160418	27.4630779	32.17956986	11.55822165	15.9758296
ENSG00000198133	2.377165818	2.822397484	7.191247405	3.756491901	5.286991354	5.972942102	5.901429705	5.208054715	3.310646403	1.835932031
ENSG00000198134	1.400248358	3.785333096	2.752630586	1.821329407	2.725591816	2.046907125	2.110008386	1.862483143	1.655323201	1.707094695
ENSG00000198142	17.68220602	19.3251216	14.52012634	16.24018721	13.7593129	14.59679671	16.12178283	14.79639386	18.52800355	23.73827906
ENSG00000198146	28.68880939	24.0733903	36.71321044	17.45440681	36.31933191	33.01896084	34.55138733	30.14463458	24.30711438	24.73676841
ENSG00000198155	0.325639153	0.597684173	24.29196492	0.645054165	14.71162812	12.54988959	18.69335555	15.14129815	0.377529853	0.644186677
ENSG00000198157	5.177662535	7.006186695	11.56104846	5.957264934	10.11424433	10.7714293	12.33036151	13.89964272	5.662947794	6.280820105
ENSG00000198160	37.70901393	47.74832449	0.344078823	39.42419278	0.032838456	0.234890982	0.395626572	0.034490429	44.08387052	40.13283
ENSG00000198162	123.0915999	75.60704789	986.4395783	89.43486273	667.3430951	838.7285834	584.8020118	527.9104998	102.0782641	118.4015113
ENSG00000198168	10.32276115	11.35599929	138.6637658	9.030758307	111.9134567	154.4911542	111.5666934	115.1290506	12.45848515	10.04931217
ENSG00000198169	32.20571224	34.53286333	6.468681877	33.39103912	11.32926719	7.751402391	7.352060471	6.484200573	31.24785552	25.6708391
ENSG00000198171	59.62452894	52.99466334	20.74795304	62.38053217	18.84927352	17.81815874	17.37460031	16.76234829	55.20648081	43.86911273
ENSG00000198176	51.0276553	48.11357593	116.2642344	55.5505469	77.1703707	109.0229713	106.2916725	87.22629387	40.42473502	46.31702211
ENSG00000198182	5.405609942	8.334373747	48.6527456	6.829985275	47.48440682	43.38771988	42.00235444	48.59701387	5.401580973	5.41116809
ENSG00000198185	1.921271003	5.910432378	51.64623137	2.428439209	34.87443987	46.20641166	40.6835992	36.55985429	1.53916017	5.024656084
ENSG00000198189	51.06021921	65.47962163	83.54233828	63.32914124	71.0295795	65.70236313	69.39949458	76.81018444	52.62185335	54.88470492
ENSG00000198198	54.05609942	64.45027666	2.305328116	61.62164492	1.215022858	1.476457598	1.318755241	0.862260714	60.69518405	66.76994912
ENSG00000198203	5.373046027	4.349812593	0.309670941	3.832380626	0.394061467	1.275122471	1.252817479	1.172674572	0.174244548	1.449420024
ENSG00000198205	4.754331636	4.947496766	0.89460494	3.832380626	0.886638302	0.704672945	0.824222026	0.482866	3.194483371	4.026166734
ENSG00000198208	15.9563185	13.44789389	50.4075476	14.38091344	52.27882134	53.72292307	50.27754358	39.11214601	15.27543867	12.33617487
ENSG00000198218	81.18184088	89.02173711	18.51144069	87.91708823	16.12368171	14.59679671	12.39629927	12.48553515	82.04014112	84.90380409
ENSG00000198221	1.009481375	1.69343849	1.204275881	0.986553429	0.755284479	0.167779273	0.692346502	0.206942571	0.987385769	1.481629358
ENSG00000198223	34.8759533	20.38767124	0.309670941	29.71043594	0.229869189	0.335558545	0.098906643	0.241433	54.19005428	15.39606159
ENSG00000198225	15.50042369	20.42087591	35.2336715	18.78245951	38.5523469	39.22679392	37.08999117	32.17956986	15.33352018	17.90838963
ENSG00000198231	154.7762895	167.6172059	36.05946067	177.2001735	30.90098674	28.89159073	31.58418803	28.52358443	161.350451	167.7784201
ENSG00000198242	4.103053329	5.047110795	0.791381293	4.970711505	0.394061467	0.402670254	0.263751048	0.206942571	3.368727919	3.124305386
ENSG00000198246	5.633557349	11.85406943	0.722565529	12.9010833	0.689607568	0.167779273	0.230782167	0.068980857	7.434434027	20.42071767
ENSG00000198252	33.73621626	26.86258311	32.37781727	30.69698937	34.97295523	34.32763916	29.24339748	30.21361543	29.8829399	35.43026726
ENSG00000198258	53.04661805	57.41088529	3.716051291	58.32048537	2.791268728	2.75158007	4.483767821	3.655985429	44.40331886	46.96120879
ENSG00000198265	65.84423676	68.93290796	0.412894588	61.16631257	0.197030734	0.3691144	0.362657691	0.655318143	59.85300207	57.36482363
ENSG00000198270	13.90479184	9.031671948	34.0638035	8.271871055	33.36387091	28.65669975	33.99091635	35.73208401	9.089757229	8.181170803
ENSG00000198276	31.91263701	35.79464103	486.1145615	40.86607856	264.0211832	445.1855218	285.2797276	351.2505246	33.71631994	33.24003256
ENSG00000198286	1.432812274	3.187648923	7.672957758	4.249768615	6.140791201	5.972942102	7.022371661	5.656430287	2.294219876	2.222444037
ENSG00000198298	1.693323596	2.357532016	40.91097208	1.859273769	35.3670167	31.94517349	33.46341425	28.86848872	1.597241686	1.964769366
ENSG00000198300	28.39573415	23.87416225	12.49006128	30.92465555	14.90865885	18.82483438	12.6930192	14.52047043	21.43207934	25.05886175
ENSG00000198301	14.58863406	14.11198742	9.255720345	14.07735854	7.224460236	8.355407773	10.81379298	7.208499573	12.57464818	15.71815493
ENSG00000198315	40.8351498	45.4904065	111.4471308	34.90881363	100.8140587	91.23836841	102.4013445	97.05606602	37.05600711	46.51027811
ENSG00000198324	12.37428782	12.81700504	21.95222892	19.19984749	19.96578102	18.35505242	17.93507128	21.970403	14.43325669	19.13234432
ENSG00000198331	5.014842958	4.482631298	4.197761643	3.908269352	3.218168651	3.087138615	3.099074817	2.552291715	4.007624593	3.57523606
ENSG00000198336	0.586150476	0.365251439	54.5020856	0.56916544	51.98327524	56.37383557	46.05752681	61.22051073	0.987385769	0.386512006
ENSG00000198342	2.312037987	3.12123957	0.240855176	2.314606121	0.197030734	0.268446836	0.197813286	0.206942571	2.352301391	1.481629358
ENSG00000198346	4.233308991	4.615450003	4.782695643	5.729598758	4.466029964	3.322029596	2.901261531	3.242100286	5.779110826	4.316050739
ENSG00000198353	7.522264437	8.998467272	29.48755515	7.664761253	28.47094102	29.22714928	28.05651776	28.35113229	6.098559163	8.857566815
ENSG00000198354	0.358203068	1.195368346	33.23801432	0.531221077	38.28963925	40.77036323	45.10142926	44.87204758	0.69697819	1.223954687
ENSG00000198355	130.3207891	85.36922272	20.78236092	112.3153134	20.19565021	15.16724624	20.93523946	17.21072386	105.2437067	87.83485347
ENSG00000198356	41.22591679	57.07883853	5.746116348	51.03516775	4.071968497	7.14739701	5.209083204	5.380506858	42.77703642	47.70202346
ENSG00000198363	1676.748563	1118.599135	0.481710353	1631.797315	0.591092201	0.872452217	0.560470978	0.827770286	1711.720353	1534.678131
ENSG00000198369	29.82854643	35.89425506	22.81242598	34.68114745	19.67023492	24.12665939	21.19899051	19.34913043	29.3311655	32.11270587
ENSG00000198373	53.73046027	62.95606623	4.128945879	68.41368583	4.433191508	4.026702541	5.373927609	4.62171743	60.46285799	56.17307827
ENSG00000198380	121.137765	91.54529251	14.62334999	121.9531815	12.38009777	10.06675635	11.14348179	13.79617143	103.2979759	125.4553554
ENSG00000198382	83.00542013	72.15376156	60.66109654	81.04915859	34.54605531	49.69622053	62.44306068	38.45682786	71.23697918	67.02762379
ENSG00000198393	11.2671147	16.9343849	0.516118235	13.54613746	0.558253746	0.234890982	0.461564335	0.310413857	14.34613441	16.39455094
ENSG00000198399	67.53756036	66.14371515	52.05912595	64.9986932	46.59776852	50.971343	40.25500374	47.59679144	58.34288266	73.72716523
ENSG00000198400	0.586150476	0.796912231	17.78887516	0.341499264	14.35040511	13.22100668	15.23162304	15.03782686	0.116163032	0.547558676
ENSG00000198406	19.53834919	21.18458347	2.82144635	17.90973916	2.856945639	3.389141305	4.055172367	2.379839572	22.59370966	24.28583774
ENSG00000198408	372.0101685	331.5818973	1.823617763	369.3883703	1.510568958	1.778460289	1.648444052	1.896973572	333.73639	386.5442158
ENSG00000198416	0.944353544	0.664093526	21.09203186	0.607109802	15.10568958	17.04637409	22.35290134	17.24521429	0.580815158	0.450930674
ENSG00000198417	1.009481375	2.656374102	22.15867622	2.428439209	21.67338071	29.73048709	29.44121077	29.04094086	1.074508043	1.320582689
ENSG00000198420	17.09605554	14.61005756	1.03223647	14.34296908	0.328384556	0.402670254	0.890159788	0.620827714	11.76150696	15.17059625
ENSG00000198429	5.666121265	4.150584535	7.70736564	4.553323516	7.388652514	8.590298754	6.824558374	6.001334573	4.414195204	3.57523606
